Title,Name,Ratings,Review
My overall review and experience on using thi,2 years ago by Priyanka Joseph,1,"Hi,I have been using this bike for 8 months.I use it daily for going to office approximately 45 kms. In 8 months more than 3 times the indicator,front light and horn stopped working and the servicing also is very bad,every time they change it,it works for a month again it stops working.As they have mentioned in the scooter details it goes for 70 kms on full charge but it’s not true. It goes 50 kms maximum. Taking doubles is impossible in the vehicle because it goes very slowly and the rider feels heavy while riding.Taking doubles for long distance is impossible.I have had horrible experience like the vehicle goes off all of a sudden because the battery cannot take more weight. I recommend you all to think wisely before buying this scooter.Thank you."
Okinawa ridge!!! very poor don't buy,2 years ago by Babu,1,"Don’t buy okinawa ,it s my personal  opinions because i am owner of okinawa ridge (licenced type) what all the specification they are telling is wrong. They as telling 70 km mileage @ 55 km speed. Its all wrong .The  speed 55 km what they are mentioning in the meter is originally 50 only( meter is also wrong) i was getting initially 55-60km mileage only  ( in all the mode eco/sort..But they are saying 70 km).I bought the vehicle 14-08-2018, after 3 months my mileage is going down to 40-45 km even after the service also.At the end of the six months battery down and the mileage reduce to 20-25( means one full charge i am getting only 25 km.)i complaint to the dealer rapid motor in kerala,they change one battery only( but i am sure that 2-3 batteries are weak. They discharged and charged again Even changed the battery also i am getting only 40 km mileage !!!! ( instead of 60-70 what they are telling). When its complete one year and 3 months suddenly the battery done and i am getting only 10-15 km( believe it!!! it is true!!!!) when i approach the dealer rapid motors kerala thrissur, they denied to change the batteries  because the warranty is over!!!! now i am running my okinawa with the mileage of 15-20 only!!!! that means…if you buy okinwa at rs 60000 you should keep 15000 after one year for weak batteries…..(my all green thoughts has changed…"
Bad scooty. Don't dare to buy it,2 years ago by Ravi Singh,1,I paid 81000 on road and was happy in paying that amount until reality stuck. Within a month of usage it started giving problems. And now a visit to service center happens every 2 weeks. I feel really low quality components are used to build this bike and it has not gone through any quality checks. Please don't buy it. You'll waste your money and have an additional headache while driving it.
My suggestion on this stupid bike,2 years ago by Manjunath,1,This is stupid bike. Till good you don't understand the issue. One start getting troubles you will never expect troubles. In India there is no such service provider. I'm suffering lot of problems. Every time to go for more than 40 km i'm scarring with this bike. It's full of troubles. I say no to this.
Okinawa praise annual charge is 25000 .Please,2 years ago by Subrat Kumar,1,Worst service.I have purchased on 2nd june 2018. Now april on words mileage reduced 100 to direct 50~55 km per charge .Now all most 3 to 4 battery is life gone .New battery cost is now around rs=25000.So one year u need maintenance cost 2500 .Worst ...I planing for save some money from ev scooter . Some regular maintenance also.Please don't purchase ev scooter .When newly ev scooter come sir it will go up to 300~400 recharge cycle. Till now i have traveled only 6020 km.If we calculate 50km per charge  just i have complete around 110 cycle.As per company policy once warranty over all things is over .Battery is over .Now show room person  telling sir lid acid battery life max one to 1.5 year only.Lid acid battery is not good .So you can go to lithium battery that cost around rs 65000 with 2 year warranty .Who knows after 2 year same lithium battery come problem .May be that time yearly change around rs30000/..Dear friend maybe this blog remove from internet from company.Please aware this as possible as ..Max people.
Very bad,9 months ago by Hitesh Kumar,1,After sales service is very bad. No one takes responsibility in service center. My bike is in service since 2 months but no positive or responsible reply from service center. Very bad experience of service. No one pickup call in service center. Please guys don't take bike of this company. Their intention is only to sell.
Worst after sales service,2 months ago by Pratik Papde,1,"Worst after-sales service. If your bike gets malfunctioned then consider that your bike will take at least a month.. The same happened to me, they don't have spare parts which is the worst part. Contacted customer care service.. No response.. Contacted regional officer of theirs.. Just gave false hope.. Same condition. Made contact every day, every day they said the part which is malfunctioned they are not getting their spare, everyday new reason was told. It's been more than 12 days... Still the same... Without bike"
Sigmatel scooters. Cheap chinese scooter rebr,4 months ago by Sam,1,"This might be a bit long.Okinawa is the china set for scooter. They should rebrand themselves as sigmatel.This is a cheap chinese scooter rebranded as indian, the charger and internals are written in chinese. Why tell lies, if it's made in china say so, why the subterfuge. It's most likely manufactured in china and assembled in India. This is like old tech 2014-15 hero electric kind of scooter. So much for make in India and boycott china. Weak plastic body is see-through in sunlight, poor headlight visibility is barely 10 meter in dark it's dangerous to ride this as potholes or people aren't visible. The disk brakes are bad and it's constantly rubbing eating battery and brake pads. Lead acid battery lasts 6000kms only costs 30k to replace, lithium ion battery is also very bad, they are using old lithium cells which fail after the warranty is over. The service center is the worst, most of the time they are closed, and they get commission for servicing the scooter by tearing out the coupons and sending them to okinawa without actually servicing any scooter. Okinawa you're cheating and also getting cheated. They are using children as mechanic that is not just unethical but also illegal as they are working with 70 volts dc which is dangerous. No warranty or repair possible because dealers only sell it and don't know how to service it. The company doesn't care for its image as it's only cares about selling more and more. Mr okinawa is a fool if he thinks he'll get rich by doing this . Tighten up your ship sir.  Here's some business advice from a loser to an idiot, how does hero exist today? huh? is it because of its amazing engineering? exquisite build quality, best in class performance? nope none of those. Hero or formerly hero Honda was and is successful because it could be fixed easily and readily even though they made crap, that crap was cheap crap and that cheap crap can be easily fixed by buying some cheap crap and replacing the crapped crap part and you're good to go on your crappy bike on the crappy road to the other crappy part of this crappy country. They didn't just sell the bikes and bolted. They made service center everywhere. Even in the craphole town I call home there are 3 hero showrooms nearby and one Honda showroom but you Mr. okinawa sold about 10-15 scooters here then shut shop and went abracadabra. I can't get my front brake pads replaced so i now await my death or someone else's death because i can't have front brakes anymore. Also no rear brake warning light because life is short so okinawa policy is to make it even shorter unlike people from okinawa who live very long lives, yes I've read your bullshit business man bites from various auto media outlets. If  Mr. okinawa wants to remain in the market it'll have to improve its manners and mindset of providing proper after sales service and spares and repair, make battery station etc or okinawa will be nothing but a sigmatel, china set owners will recognize that name. Service center is denying warranty for rear brake light switch and saying i will have to fix it elsewhere. How indian government is allowing such malpractice against consumer and buyers is appalling. The hub motor is weak and only capable upto 50 km/h max. But the speedo shows 70 plus hilarious. The motor bearings used are so cheap that it got bent during running and now the wheel wobbles and rubs with the disc brake pads.Fake speedometer and odometer shows exaggerated numbers.Charging the lead acid battery takes 7 hours minimum. The lithium also takes surprisingly long about 4-5 hrs.Battery capacity meter is also wrong doesn't show range left or energy left. There is no bms so it can go boom during charging and running. There's no battery or motor cooling so they overheat during use. Battery meter just shows 5 bars which shows full when standing and drinks completely when running. Suspension is un-adjustable and extremely poor, front is too soft and sags completely on sitting one person and rear is too hard and has very low travel. The scooter weighs 170kg feels like handling a royal enfield on cycle tyres. The handle wobbles dangerously in speeds above 40kph on uneven roads.  they are asking 90k plus for this crap. I lost more money on battery than saving on petrol. If you want to throw away money buy this. After owning this scooter for 2 years i feel like a sigmatel china set owner."
I like to burn it with petrol.,4 months ago by Ankit Saini,1,"I like to burn it with petrol. Okinawa's quality is absolutely bad. And its distributors do not even talk beyond their office hours. I think the customer is crazy.. I am very worried about this. Okinawa's service is also bad. Now what to do if you do like that. How does a person take it to drive. .I do not take this, i say this. I have become mad twice in 15 days."
Best price best performance bike,5 months ago by Sandip More,5,"Very good bike average, price & economy mode 100km. fast charging compare to other bike, mostly comfortable                                                                                                                                                                              thank you"
Hub motor ev only for good & smooth roads & r,6 months ago by Sathiyendran,3,"1.Bought okinawa praise pro at 87k on full cash payment.2.Riding comfort is very low, need to keep your leg in height position. Not good suspension.3.Look and is very good, performance is medium. Maximum speed is 55 km/h only but it will show 70 in odometer.4.Not much services required, minimum level of maintenance cost if you use as a smooth riding. For rough riding (includes road condition) this ev is not recommended.5.Saving bit amount of fuel cost but need to plan your trips and battery charging time accordingly.If your road is not good then do not buy this hub motor type of ev bikes, motor will get damaged easily. There is no better solution in service center as well as company."
Okinawa praise review,6 months ago by Syed Asad,1,"I had bought the Okinawa praise model in January 2019 which was given to me by the dealer for 82000. From this it is known that the company has no control over the dealer. Dealers can rob the customer as much as they want from their mind. Since then the mileage of the bike was not as much as it is told. If we are 10 km. When the bike is running, its meter shows 13 to 14 km and the bike does not give an average of more than 100 km.Even after showing all these faults, the dealer did not do any solution. After that, told the company all the problems on the phone and also did email but the company also did not give any response. Tired of all this, i filed my complaint with the district consumer forum Aurangabad whose number is ( cc/606/2019)And wow i won my case. And now my complaint state consumer forum Aurangabad is here and i am sure that the forum will understand my grievance and resolve it. If anyone has such a problem like me, then he should contact me, I will definitely help. Unless we go to the customer dispute forum, the company will not know about the customer's grievance.You can make your own complaint in the customer disputes redressal forum. And it doesn't seem like any charge is completely free. If anyone needs any information, then tell me, mail me and I shall give full help to the troubled customer like myself and will give all the information even further.."
Very poor service,7 months ago by Gopal,1,"Returned to the showroom to get the bike serviced. Got the same answer, there was no staff for the service, and told to come after 2 days. I got the same answer after 3 days.  The mechanic who took the service also opened our bike and started servicing another bike.  Our total time was wasted."
Fake company ban in india,7 months ago by Lakshumaiah,1,"After sale there is no maintenance of this fake company, if we got any problems dealers will not respond, they are arrogant, behavior is worse. fake speed meter, parts are very delicate, seating position is worst, shock absorbers are not working front and back you will get spine related problems very easily. I got spine problem also, ban okinawa in India as its a fake company"
Don't purchased this type vehicles because af,7 months ago by Rajib Vishwakarma,1,"Okinawa company, there are no service after sales. I purchased okinawa I praise plus September 2019 right now I am facing lots of issues in scooty since 2 years, company is not able to providing solutions, there are no service center, after 4 month okinawa i praise scooty just like a khatara, so please don't purchase any okinawa vehicles & don't waste your money with okinawa product because they have not any policy to satisfaction customers the  name okinawa electric scooty is a blot and nothing has been thought of. Worst company"
Opinion,4 years ago by Baldev Singh,5,
Okinawa think before you buy,9 months ago by Yatin,3,In gujarat only high speed moped is available with state gov. Subsidy of 19000 Rs per bike.Price around 75000 Rs after subsidy.Major problem with speedometer.It shows 65-70 km/h but in actual conditions it's 55 km/h.Another problem riding is the kilometre showing  80 km but in actual it's only 60 km. Else lithium iron battery is good. 2.30 hour for fully charge. You can go for city rides.
Fight against corruption,9 months ago by Somashekar,1,"lease make a group on whatsapp, Whoever needs to lodge a complaint against okinawa company for their faults. The scooty shows 80 kms run when actually its 100 kms. Just raise a complaint on consumer forum."
Ev market is a roller coaster ride in my coun,10 months ago by Anthony Lopes,1,My advice is do not buy until we have an effective judicial accountability system in place so as to protect consumers from this turncoat manufacturers as they bribe the politicians and the media and hype the product and entice the gullible Indian customer to buy and then when the product fails there is nowhere to go for the consumer and these consumer courts are in effective as the lawyers fix matters and you are left in the lurch.
"Not worth for money, all things are worst qua",1 year ago by Siruraja,1,"Fake speedometer, fake mileage calculator everything is fake. I bought this bike and change the battery (gel battery, Okinawa product) after driving for 7500 km. The battery cost is 35k. So think before you buy. My suggestion is don't buy Okinawa scooters because it not worth for money. It is completely one of a junk product. All plastic materials are automatically broken after 7000 km."
Will be your worst buy of your life.,1 year ago by Mithun Chowdhury,1,"First of all never ever buy anything from Okinawa. Total fake company with fake data. YouTube is full of fake data, don't fall for them. Battery problem started within weeks of my purchase of Okinawa praise. After full charge it only lasted for 5 kms-10 kms only. I sold my Okinawa for 12000 rupees only which was 7 months old.."
Don't buy this vehicle everything is fake,1 year ago by Sailu,1,"First thing is shock absorbers is not working front and back side for that I got disk problems so that I am physically and mentally suffered very badly, fake speed meter it shows 800meters as 1km, evening is fake in this electric scooty, dealers are arrogant behavior, please all Indians don't buy this fake items, ban okinawa in India"
Never buy Okinawa scooters.,1 year ago by Kamal Bhandari,1,"In the early days it seemed that buying Okinawa is a good decision, but if you are happy with the amount of petrol saved during the year, more than you get together. When you are recommended a new battery and the battery costs just 32000. The 60000 on-road scooter has a 32000 battery, awesome. Never buy these scooters."
Okinawa praise is soo good and efficiently ve,1 year ago by Manoj Singh Bhadoria,5,"I bought my okinawa praise in 2018, starting it delivered 150-170 km/charge, after one it delivered 130-120 km/charge and now it delivery is about 90-110 km/charge and it take dead to full charging about 7-8hr(5-6 unit electric). Now when talk about it performance it was superb,( not as racing)Is has good capacity to take load, speed is easy going to 65-70 on single rider. In about comfort is some problem for tall man( for 5.9 ft  to above),now come come to maintenance, i truly tell u that i use it very hardly and after two companies services, i never go to service company even that i never change any parts and batteries. Hmmm last i tell that  all over it good and efficiently vehicle for me,Thanks to okinawa"
Pros and Cons,1 year ago by Vikash Kushwaha,3,"I found equal merits and demerits in Okinawa Praise Pro.Pros:- -Front Space-Good pickup-Satisfactory speed ( Actual 55-60)-Range- Never expect more than 80km (actual) in any case.-Comfortable seating-Full charge timing:- Never took more than 3.5 hrs. Cons:--Worst part of okinawa scooters are Speedometer or Odometer ( It shows 10km more than actual speed and consequently it counts the trip kilometres.2. There are two horn switch. None of the switch loaction is as per your thumb. 3. Range could be better as I was expected 100km (actual)  4. Central Government Subsidy looks like Scam. Company assured that they have reduced those subsidy from Ex-show room as shown on the website. Thus, cost of the Model Praise Pro is approx 90k in Delhi. This is little expensive as compared.Hope it may help."
Waste of money,4 years ago by Manoj,1,"Guys, Once ride the bike on slope with 2 persons. As my praise can't even get on the slope with single person. It's waste of money. I have received my bike today to go home i have to cross the slope i have tried 7 times with different modes but my vehicle gets stop at the middle of the slope. What if i ride the vehicle with someone at back."
Amazing e scooter guys,3 years ago by Nishith Ranjan Kar,5,Okinawa praise is amazing scooter with 200 km per charge and it's suspension is so good nice one guys.If you will ask which e-scooter is best then i will prefer okinawa praise.Also it's speed is very good upto 75 max speed nice brakes and look is great.If we look it's price this one is nice e scooter Which is value for money.
Fake speedometer,3 years ago by V Simhachalam,2,It's fake speedometer it show 75km/h in digital speedometer but in my mobile gps shows 55km/h and it claims 170 to 200 with single charge but it gives only 130 kms and charge time also 8 to 10 hours  take full charge and front suspension also vibration due to heavy battery pack in centre and lighting also poor in highways they are cheating customer saying 75 km/h i recently purchased this bike and unsatisfied with fake and poor performance.
Great and awesome bike,3 years ago by Amarnath,5,"Okinawa praise is best bike for daily commute. I like that because eco friendly, no pollution,no petrol,no maintenance, it's saves lots of money.Its saves up to 5 thousand bucks in a month... Thanks to okinawa...No need to suggestions...But need to improve charging time, better batteries...It will save the time.."
Its a best in electric bikes with a good mile,3 years ago by Yogesh Tandel,5,It's is comparing to the other bike in pricing it is well good. Because within single charge we could ride at least 200 km. It's a best bike in electric bikes & even with good looks & sporty looks. We should check time to time & keep take care of battery life. I'm really very very happy such a nice bike.
Okinawa bike,3 years ago by Nagaraju,4,"I went for test ride there are pros and cons it has many new features apart from that few drawbacks are also there like seat size , suspension can be softer, difficult in switching modes, charging time is more. Ground clearance and power are good,quality of the product are super,stylish design,low centre of gravity and stability."
Nice bike,3 years ago by Pardeep,5,Little hard to buy it because of availability . It is not available in my city rewari . Rides was nice . And looking also nice. The best thing that it is pollution free . No need to register in rto  over all nice bike . Please buy it and make India pollution free . I very much like it thanks okinawa .
Good mileage,4 years ago by Chandru D,5,Riding experience is good.Mileage is good. It is looking very nice and amazing.My bike is yellow and black it is looking nice. This is very smooth running and good led lights.And focus light and this is remote working.Without key we can ride.And inner lock and sensor it is good method. I like it very much.
The beast is waiting...,4 years ago by Kuntal Dey,5,Well buying was a little hard but i finally got it...Well the bike is a beast..It was a pleasure riding it...The bike is good until now.I have been given free services which will start after a few days..Well i have gone only once in a long ride which is 127 kms at once ..The experience is thrilling.
1 time ride experience,4 years ago by Arpan Mukherjee,5,"this scooty have Matt colour finish it's headlamp and body frame takes a sporty look but body graphics not likeable , suspension is good from any scooter suspension .you all know that features key less entry , back gear(like back gear but not back gear just motor gave you minimum power to go back) , when your scooters side stand down scooter can't on ,EBS system ( not like abs but it's breaking system controlled bye electric system) overall it's very good this scooty get full charge at 7 hr scooters tubeless tyres and bigger wheels. this scooters have rear and front disc  brake but front disc   very very big and strong, this disc break give you strong breaking .its have two horns in two handle and horn is not good , Handling is very good. but service centres not available in our city but it's servicing was dun in hero showroom and the owner tell me the servicing cost will less than petrol scooters around 100 or 200 maybe .lead acid battery will stable for 2 yr . this scooter I ride 15 or 16 km and I falls in love of this scooter and will get of this scooters lithium ion model bcz lithium ion stable 5000 charging circles and to low weight from led acid battery this battery in one time  full charge give 200 kmc  lead acid model not gave 160 kmc in economic mode."
Okinawa e-bike,4 years ago by Vikas Verma,4,"Riding is awesome, very comfortable easy driving, good performance, worth of money.. I strongly recommend to buy this vehicle.It is pollution free and charging time is 5 to 6 hours. Extremely low maintenance cost. Very helpful in day to day (local) work. I will definitely prefer this e-bike over my petrol bike to save environment and running cost."
My experience for okinawa,2 years ago by Arvind Kumar,1,I am happy to buy this scooter . My daily running 50 km .In 10 months 10000 km runs.All thing is good.Low maintenance .I have think about battery life.Is it good or not .If it requires with in 20000 km then not benefits for me .More than 20000 is average .More than 30000 beneficial.Riding experience is good but not suitable for long distance.
Very nice scooter much better than activa,4 years ago by Vikas Gogawat,5,"Lovely scooter had a great ride but only did 125kms on single charge hope in future when lithium battery comes, it will do 170-200kms, i got top speed 55kmph, on turbo 65khph but only for 20 sec, pillion rider footrest not so comfortable company needs to work on it's design or any alternate. Very good support from the company as motor was locked once, company personal came all the way to sort out the issue."
After using the okniwa praise after one month,4 years ago by Imran Khan,3,"It’s really good but after sale services is not good.It doesn’t clime 200km only 150kms. Speed is only 60kms/h,horn is on wrong direction.Its takes nearly 7 hours to take full charge.Looks of bike is awesome but the charging time is too long.Company should provide lithium battery instead of lead acid battery.According to my opinion the price of the scooter is high, onroad price of the scooter is 73k. I don’t know what will be price of the new battery if gone.If it is 15k worth-able, if it is more 15k waste to buy it."
Great deal,4 years ago by Aashray Rastogi,5,
Want to buy it,4 years ago by Lajith,5,
Praise okinawa,4 years ago by Akshya,5,
Review for praise,4 years ago by Chetan,5,
Merits of okinawa praise electric scooter,4 years ago by Agil Wilson,5,
Review,4 years ago by Dipak,4,
Review,4 years ago by Suvarnaraju,4,
Best electric bike,3 years ago by Ramkrishna,5,"Its a amazing bike really very powerful and. Attractive scooty  with reasonable price and its has a great features latest like mobile charger speedo meter , theft alarm and so on. I just want  to say  that its a very nice and  powerful scooter than other electric bike and scooty in the end u want to say its superb ."
Review,3 years ago by Ashwini Kudure,1,Service is worst.I suggest to avoid this purchase.Battery life is not at all good and company does not have any inventory.Avoid it. Don't buy it.Chassis are broken it's very shocking.So called alloy wheels are broken in run.One if worst battery life.Not at all beneficial.Company is not all trust worthy.
Review,3 years ago by V Muthusamy,2,"Odometer is showing higher speed than actual speed. Maximum speed is 55km against company claim of 75km. Maximum mileage per charge is 100km to 110km against company claim of 175 km. Not suitable for ride in the night, since the headlights are very poor. Distance between handle to seat is too lengthy comparing with activa or access, it gives pain to hand, in the long drive ie above 20kms. Horn and light switch are placed different places compared with other scooters, so we have to struggle in the initial days. Seat length is comparatively less. Foot stand is in high position."
Awesome looks & stylish!!,3 years ago by M Suman De,5,Lots o pros & cons. Is described below Pros:1.Visually awesome.2.Stunning looking.3.Lower price comparatively. 4.Full charge gives 100 km.5.Economically good.6.3 hrs. Charge gives ready for 60/70 km.Run.7. Battery quality is quite good.8.Boot space is good.Helmet easily keep on the inside space.9. Battery hide under middle of bike and protects from raining.10.Good performance and design.Cons.1 maintenance infrastructure still not up to date.2. Mileage should get more per charge.
Go green save earth,3 years ago by Divyansh Pandey,5,"This scooter is very best for multipurpose and nature friendly and very comfortable for removable battery,  all persons ride easily, it is very useful for office, coaching, school, college shoppings every purpose and its speed is awesome pickup is awesome compare to petrol bike, and lithium battery is better."
Not happy,3 years ago by Manish,3,It's good but main problems related to maintenance. Whenever problems in bike no service available easily so bike should be take place on your risk two time i have facing this problem it's take 5 to 7 days to repair also 1 battery changed in two month battery capacity weak in two month it's gives 100km in single charge.
Such a worst,2 years ago by Devendra Sinha,1,"This scooter is not even worth of it's price of 76500, it has all this problems...1. Only goes 100-120 kms.2. Speedometer is full fake showing 72 km/h top speed but real gps speed is only 52-53km/h..3. Battery charge indicator is also useless never ever shows correctly. 4. Very very uncomfortable seat and riding posture.5. Useless headlights led is just fake not go even 20 meters of distance.. Hard to ride at night.6. It's weight is terribly 170kg+ and vibrates alot at any potholes or speed breakers.I haven't yet seen any of the good quality in this scooter...I'll never suggest anyone to buy it... Its useless and money wasting scooter.."
No value for money,3 years ago by Vijay Shinde,1,"Ride is bumpy like riding camel.175 km per charge is false. It seems  testing done on machine not on road.Sitting arrangement for driver is worst.  Adaptation of all controls like horn , blinker is worst.Suspension is worst experience just line riding bicycle. Loss of money. Worst experience.Look is good and performance is worst. I am worried for battery life."
No1 electric vehicle in india,3 years ago by Ramesh Pradhan,5,"After taking test ride of hero and tunwal i felt okinawa praise was better than all those. Actually i wanted to buy a good looking scooter with good mileage and non of them are providing the same except okinawa praise.1. Buying experience:I bought the vehicle from sai enterprises, dhalapathar,khurda,odisha. Dealer was very helpful and was very straight forward in mentioning all the pros and cons. The total amount i paid was rs76000 for double disc brake one. 2. Riding experience:To be honest for 1-2 days i felt very awkward while driving bcoz of soundless and then finally loved it. On bumpy rides its not giving very much comfortable ride experience but in main road it's giving fine experience. I ride it daily for 80kms. Braking system is amazing with double disc.3. Details about looks & performance:I bought the glossy purpule colour and it looks amazingly well and many people always states and asks me about the vehicle mostly bcoz it's very eye catching.Charging time is actually 8-9 hours and in single charge it's giving 140kms. I have tested it and in manual also it's written maximum 150kms , so maybe 200km is for lithium version.4. Service & maintenance: Haha actually i have not gone a single time for any service but yes availed the free service by them twice , just battery rotation and few adjustments.Maintenance is actually zero in it and i'm saving a lot of fuel cost.5. Pros and cons:Pros: saves me daily rs100 and early rs36000 , in two years i will get my money back by this which is amazing.In single charge goes for 140kms with speed of 60kms that is my speed .Zero maintenance and no need to visit service centre and no need to change engine oil like that.Look is classy and with keyless start and locking and theft protection including mobile charging it's really good.Only takes 3 unit of electricity that is rs10 for my home metre. Cons : suspension not very good on bumpy roads."
Okinawa  struggling,3 years ago by Hari,1,"Worst experience, at initially i was excited to buy a drove this electric bike as a eco friendly person.However , come to personal experience The build quality of bike is poor.Cons: Will start from front to rear of bike 1) head lights of bike are like a mobile screen light at high beam, at low beam no need to say.2)handle will shake on riding, due to it's non rigidity. This will not affect more but whenever we drive on rough road it would. May it cause accident if you don't drive care fully.3) come to ignition switch (power the motor) the build quality of switches are very poor. Horn switch was damaged in first week. But luckily it have two switches. These switches are bit different we cannot adapt initially to press because it's position it's a different matter.4)major part of bike is battery backup Company mentioned it will go until 150-200 km. Thats absolutely false. May they tested on treadmillIn reality it can go only 80-100 km. With a single person. If you rode dual on bike it's comes under 85km *(initially i tested). Depends on roads. But now it's giving me only  Guarantee on batteries would be 1 year.The company of batteries are not a good one..4) this is the bad experience , after drove Later on front alloy wheel was broke-in in it's spokes and pivot joint where bike will contact with tire.This is the worst one i experienced. Virtually alloy wheels won't break it self. But here it's happen . Roughly my weight would be Let's imagine if a person with 70- 80 kg i shipped my bike in a trolley to show room in the middle of the road. I have snap shots of this.5) speedo meter will cheat you, it would showing 10km extra ex: if you are on a speed of 50 it will show 60. Again trapping by company .It won't go greater than 60 - 65 on a flat road and down slope. If it is a height slope it will go under 30 -356) front disk break is attractive but don't expect performance .I rarely used that break because of it's breaking mechanism. It won't control bike speed even if you on 20km speed 7)parts of the bike loosely coupled, never know which part will go off on running bike.8) seating experience is worst if you drove 50 km you will get tired due to it's height of the foot rest Pros:There is not much more 1) no fuel 2) less running cost (maintenance).3)eco friendly.4) bike will easily pull two persons As a electric engineer i have lot of to say but this is enough to understand about this bike Buy electric bikes but not from okinawa ."
over all good for pocket and environment,3 years ago by Anand Singh,4,Good:- once charge give 120kms (single person)very sufficient for pocket as per petrol bike.large spacebreaking control awesome bcz its dual disclow cost service charge almost 200 to 300.Bad:- Company claimed 170-200 km/per charge but actual milage is only 120km/per charge max.charging time almost 10hrs not 6 to 8 hrs.speed meter not actual show kmph.very very heavy weight.
Best bike,3 years ago by Chvpradeepkumar,5,Its an amazing electric bike such never seen before that bike was awesome and it's comfort stylish ride an experienced fuel bike without noise it's great electric vehicle first time in my opinion it's very good condition and superb once charge this complete my day so save money save our value time and pollution free.
Please don't buy this scooter worst experienc,3 years ago by Mallikarjun,1,Please  please don't buy this scooter worst experience and its very bad servicing it will come only 85 km per charging please  please please don't buy this scooter worst experience and its very bad servicing it will come only 85 km per charging please  please please don't buy this scooter worst experience and its very bad servicing it will come only 85 km per charging.
Careful,2 years ago by Raja,1,"Very bad, the bike doesn't run the km specified by the company and no after sales or road side services part are bad quality the battery, controller i had my replacement after lots of trouble and you are dependent on the dealers mechanic who have a very bad attitude and expensive i suggest don't buy inviting problems."
Worst bike,3 years ago by Swethab,1,"Having terrible experience with the bike and getting frustrated with the service providers facing with new and unsolvable problem every week, service providers don't provide proper service very irresponsible, don't even attend our calls, vehicle does not provide the claimed mileage or keep up the speed , trouble in getting charged."
Nice bike for city eco,2 years ago by Deepak,5,The bike speed is awesome. Save more petrol .I am using this before 5 months .I love the speed . Smooth riding on off rodding. I use also out the city . When i full charged the bike ride upto 60 km continuously. I happy with this . Comfortable seats 2 people easily sit & travel upto 60km. Lighting is good.
Good compare any other electric bike,3 years ago by Rushabh,3,I m buy before 1 week pickup is good @ battery full charge but very heavy vehicle & horn is also not right place &  also improve battery capacity also & dicky space is also less i think value for buy compare to any petrol two wheeler & bridge ridding is very less power & pickup both improve required.
It saves my life's savings..,3 years ago by Venkat,5,1. Buying experience is too because of my rural area........ 2.Riding experience is awesome in cloudy climate but it's not work in summer due to engine power it was going below 70kmph that's why... 3. It looks pretty . 4. Servicing and maintenance i did not face this problem yet...5. Pros: seat and electric charge and cons; speed.
Awesome,3 years ago by Ramiz,5,Nice and good comfortable good look and good start great light and leds feelings great to have this okinawa praise. Performance is good but problem is that service center is not available in my area ... Riding experience is good the top speed is 75 .....And good to have is bike... Comfortable to have this bike.
please don't purchase okinawa vehicles,1 year ago by Manish,1,"Okinawa company, there are no service after sales. I  purchased okinawa praise jan 2019  right now i am facing  lots of  issues in  scooty, company is  not  able  to providing   solutions,  there  are no  service center,   after one year  okinawa  praise scooty just like  a  dabba,  so please  don't purchase any okinawa vehicles  & don't waste your money with okinawa product."
Best electric scooters,3 months ago by Hardik,5,Best scooter as compared to petrol bike . All feature working are best . Look and performance is awesome. All electric scooters pickup are the best. All electric scooters bike are available in reasonable price with reasonable maintenance all over India have dealership and showroom available so this is the famous brand in electric scooter.
Bad Product,5 months ago by Harish Sharma,1,"Worst service given by patel enterprise dealer, I am facing the problem since 1 month problem is battery over consumption""  battery is drained 100 in 36 kilometer only I didn't like this vehicle and I won't suggest anyone to buy this product And can't even use it anymore, replace me faulty bike."
Good for near by commute,2 years ago by Mohit,5,I bought this vehicle in 6 month before the buying experience was great the showroom was beautiful and very well trained and polite staff answered all my questions very patiently and  riding so far so good and i feel it is solving my purpose of my family on nearby day to day requirement overall its good.
Okinawa vashi showroom is bad and not honest,1 year ago by Ganesh Chachar,2,"Okinawa vashi sale &  service showroom is not proper... Local battery supplier without warranty and service.. Not promoting Okinawa original parts and batteries.. I have purchased it on 26 aug. 2020 battery for rs.31000/- till today from day one i have been complaint for battery, battery is faulty, after 2 kms. Is showing charging bar on display only 2 bar.. I have been quested so many time to replace same..Yes'day my daughter got accident due to Okinawa scooty, please Don't allow authorized dealer to supply duplicate components to customer."
Much ado about nothing,1 year ago by Chat Tree Atul,1,Servicing &maintenance issues.Bike giving problems after two yrs(5600km).No support available to address the issue.Need to change to lithium ion battery as the installed vrla battery set (72v 48ah) seem to get exhausted too quickly after a long recharge.Looking for a service provider as the outlet here at gandhidham kutch is closed past two months.
Poor performance failing frequently no spares,1 year ago by Sudesh,1,"My nightmare started the day I purchased my scooter.. Initially when I complained of low range & screeching sound I was told that you are driving. Electric vehicle for first time so this problem is arising. and one was concerned even to check the vehicle. Then on second charge time I found the battery socket was broken .I was told it will be repaired n no replacement of battery for same. Then intermittently the scooter started giving problems. Most of the times it stopped running. The dealers don’t have spares & skilled technicians to do the trouble shooting. I had even complained at the okinawa company for the problem ,they assigned a engineer who was least bothered even to see what is the issue and just asked the technician to check. Till date the vehicle still fails they don’t have a solution for same. I purchased the vehicle from auto z showroom in dombivli, If you call company customer care they are least bothered. Engineers if he is on a vacation nothing can be done is a simple answer from them. Think twice before buying."
